,Job Title,Company Name,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Field of Study,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy
4463,Designer and Project Engineer,Bahrain Dutch Foundation S.P.C,Civil Engineering,Singapore,False,2014.0,Student at VIT university,,VIT university,not_given,group3,Structural Engineering,Program and Project Management,Bahrain Dutch Foundation S.P.C,Designer,network,Singapore,AS,Civil Engineering
4464,Project Manager,Diligent Staffing LLC,Management Consulting,"Hyderabad, Telangana, India",False,2016.0,Project Manager at Diligent Staffing Inc,"Top-performing, strategic-thinker with more than 3+ years of experience in project management. Adept at coordinating internal resources and third parties to ensure flawless execution of assigned projects.",Vellore Institute of Technology,pg,group2,Information Technology,Program and Project Management,Diligent Staffing LLC,Manager,network,India,AS,Computer Science
4465,Project Manager,Metal Inspection ,Consumer Goods,"Tamil Nadu, India",False,2016.0,Qa/Qc,,CHENNAI,ug,group4,PHYSICS,Program and Project Management,Metal Inspection ,Manager,network,India,AS,physics
4466,Project Manager,Tata Technologies,Information Technology and Services,"Pune, Maharashtra, India",False,1999.0,Project Manager at Tata Technologies,,Pune University,pg,group4,,Program and Project Management,Tata Technologies,Manager,network,India,AS,not_given
4467,Senior Delivery Manager,HTC Global Services India,Consumer Services,"Chennai, Tamil Nadu, India",False,2019.0,SAP Analytics Competence & Delivery Manager  (SAP COE) at HTC Global Services India,"Certified SAP BW/BIBO/HANA/CRM Platform Architect- defining solutions for large and medium scale projects. 
Experienced in BW 3.x, BW 7.x, and BI7.3 Upgrade/BO 4.0 Upgrade and, Integrated planning (IP), ABAP , WAD, APO with BW and BPC 10.

Having Domain Expertise in various domains like Pharma, Insurance, Banking, Retail, Manufacturing, Automobile, SCM, Fertilizers Oil & Gas and IT.Expertise in SAP modules CRM , SD, MM, PP, FI, HR for SAP BW.",Vellore Institute of Technology,ug,not-given,Computer Science,Program and Project Management,HTC Global Services India,Manager,network,India,AS,Computer Science
4468,Project Manager,Convex Systems,Information Technology and Services,"Chennai, Tamil Nadu, India",False,0.0,Project Manager at Convex Systems,,"Santha Sankari, Women's Christian College",ug,group4,"English Language and Literature, General",Program and Project Management,Convex Systems,Manager,network,India,AS,Arts
4469,System engineer,IBM Global Services,Information Technology and Services,"Pune, Maharashtra, India",False,0.0,Program Delivery Manager at IBM Global Service,"A professional with 14+ years of work experience in the computer software industry, currently playing the role of a Technical Program Manager for various business critical projects. 
 IT project Management which includes Scrum Master/Agile Project Manager, IT Project Manager, Delivery Manager, Operations Manager, Release Manager and IT Service Management for a large and complex Australian Bank .",,pg,not-given,computer,Program and Project Management,IBM Global Services,Engineer,network,India,AS,Computer Science
4470,Manager - Projects at Cognizant,Cognizant,Information Technology and Services,"Plano, Texas, United States",False,2015.0,Manager - Projects at Cognizant,,,not_given,group3,,Program and Project Management,Cognizant,Manager,network,United States,NA,not_given
4471,Junior Project Manager,Relianc Retail Limited.,Consumer Goods,"Chennai, Tamil Nadu, India",False,2019.0,Manager at Apple,"""If you're going through hell, keep going."" -Winston Churchill",Vellore Institute of Technology,pg,group2,MCA,Program and Project Management,Relianc Retail Limited.,Manager,network,India,AS,Computer Science
4472,QA Tester,"Toys""R""Us, Inc.",Consumer Goods,"Wayne, New Jersey, United States",False,0.0,QA Lead at Tata Consultancy Services,,,pg,group3,Computer Software Engineering,Program and Project Management,"Toys""R""Us, Inc.",Sofware tester,network,United States,NA,Computer Science
4473,Project Manager,Intertek,Civil Engineering,"Hyderabad, Telangana, India",False,2016.0,Project Manager at Intertek,,Vellore Institute of Technology,ug,group4,Civil Engineering,Program and Project Management,Intertek,Manager,network,India,AS,Civil Engineering
4474,Project Administrator,NGO,Nonprofit Organization Management,"Tamil Nadu, India",False,2008.0,administration at NGO,,ICFAI BUSINESS SCHOOL,pg,group3,HR,Program and Project Management,NGO,Team Leader,network,India,AS,Management
4475,site incharge,empower,Consumer Services,United Arab Emirates,False,0.0,Owner at Evergreen services,,chennai,not_given,not-given,,Program and Project Management,empower,siteincharge,network,United Arab Emirates,AS,not_given
4476,Business Analyst,Tata Consultancy Services,Information Technology and Services,Greater Reading Area,False,2020.0,Business Analyst at Tata Consultancy Services,"Professional Summary:

•	Career spanning over 10+ years as test lead in various industry like investment banking, Deals & marketing, Inventory and retail industry.
•	Diverse experience in Quality Assurance –Manual testing, Application Testing, ETL, Web Applications Testing, Mobile Testing, Performance Testing and Regression testing of Software on Windows/Unix platforms and Client/Server applications and Web based applications in different environments. 
•	Extensively worked in waterfall methodology adopting the best practices in the project delivery. Have been working in the emerging methodology Agile for last one year, following the standard board for project deliverable and other practices of formal quality processes.
•	Strong communication, interpersonal and presentation skills, with well demonstrated team dynamics and initiative. 
•	Have very good knowledge on core deposits both in business and technical.
•	Handled more than 20 integrated\independent releases in single handed without any defects.
•	Good in understanding of systems engineering concepts, ability to conduct cost benefit analysis, Business case development, Unified Modeling techniques and methods
•	Strong project management using SDLC methodology, Waterfall Approach, Agile and leadership skills.
•	Extensive experience in Black box testing, Functional testing, Unit testing, Integration testing, Regression testing, GUI testing, Back-end testing using SQL, Browser Compatibility testing, System testing, Acceptance Testing and Build Verification testing.
•	Positive attitude towards learning new technology and acquiring more knowledge.
•	Experienced in working with stakeholders/business groups in conceptualizing and defining test strategy to the team.
•	Extensively involved in Progress monitoring, Onsite-Offshore coordination.
•	Monitored the metrics such as response times, throughput and server resources.
•	Experience working in Production and Development support.
•	Involved in assisting with the business case, Planning and monitoring, eliciting requirements, Simplifying requirements, Requirements management and communication, Requirements analysis.
•	Experience with Object Oriented Programming, UML concepts, design patterns, and Web Technologies.
•	Direct client interaction and interaction via teleconference for understanding of technical & functional specifications for quality delivery.
•	Other skills include training the team, documentation, support, debugging and problem-solving abilities.",Vellore Institute of Technology,pg,group3,Computer Software Engineering,Program and Project Management,Tata Consultancy Services,Analyst,network,United Kingdom,EU,Computer Science
4477,Program Manager,India Comnet International,Information Technology and Services,"Chengalpattu, Tamil Nadu, India",False,2016.0,Program Manager at India Comnet International,,,not_given,group4,,Program and Project Management,India Comnet International,Manager,network,India,AS,not_given
4478,Project Lead,Wipro Limited,Information Technology and Services,"Chennai, Tamil Nadu, India",False,2011.0,Project Lead at Wipro Technologies,,VIT University,pg,group3,IT,Program and Project Management,Wipro Limited,Team Leader,network,India,AS,it
4479,Project Manager,TVS Motor Company,Mechanical or Industrial Engineering,"Bengaluru, Karnataka, India",False,2014.0,Project Manager at TVS Motor Company,,Vellore Institute of Technology,pg,group3,Automobile/Automotive Mechanics Technology/Technician,Program and Project Management,TVS Motor Company,Manager,network,India,AS,Mechanical Engineering
4480,Project Manager,JPMorgan Chase & Co.,Consumer Services,"Bangalore Urban, Karnataka, India",False,2014.0,Analytics & Machine Learning,,Vellore Institute of Technology,ug,group3,Electronics and Communications Engineering,Program and Project Management,JPMorgan Chase & Co.,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering"
4481,Project Manager,Infosys,Information Technology and Services,"Chennai, Tamil Nadu, India",False,0.0,Project Manager at Infosys,,,pg,group4,project management,Program and Project Management,Infosys,Manager,network,India,AS,Management
4482,Senior centralized study associate,Covance,Hospital & Health Care,"Bangalore Urban, Karnataka, India",False,2020.0,Senior centralized study associate at Covance,,,pg,group2,applied microbiology,Program and Project Management,Covance,Associate,network,India,AS,appliedmicrobiology
4483,Project Manager,Brookfield Multiplex Services,Consumer Services,"Tamil Nadu, India",False,0.0,Project Manager at Brookfield Multiplex Services,Lead the team with  innovative motivation  ways to achieve the goal,MISP  centre at DUBAI,other,group2,Project Management,Program and Project Management,Brookfield Multiplex Services,Manager,network,India,AS,Management
4484,Project Manager,International Marine And Engineering Services,Consumer Services,"Ernakulam, Kerala, India",False,2015.0,Project Manager at International Marine And Engineering Services,,AIMT,pg,group3,Naval Architecture,Program and Project Management,International Marine And Engineering Services,Manager,network,India,AS,Architecture
4485,Singer,YouTube,Entertainment,"Bhopal, Madhya Pradesh, India",False,2020.0,Content creator on YouTube,"A singer, who is very passionate about music. Skilled in Dance, Music, Modelling, Piano, Singing, and Photography. Bachelor of Technology - BTech focused in Computer Science from VIT_Vellore Institute of Technology . ",VIT_Vellore Institute of Technology ,ug,group1,Computer Science,Program and Project Management,YouTube,singer,network,India,AS,Computer Science
4486,PRINCE2/PEGA Certifed Manager-Project Head,Freelace / Self-employed,Information Technology and Services,"Hyderabad, Telangana, India",False,2017.0,PRINCE2/PEGA Certifed Manager-Project Head at Freelace / Self-employed,"Experience Summary:
Having 12+ years of Experience into IT and Currently working as Project Manager . Experienced with Test Management & Project Management (Certified in PEGA/TEST and PROJECT MANAGEMENT(PRINCE2)) Good experience in Agile/Kanban/Waterfall Methodologies with added good expertise into Product Management. Worked for  Zeta interactive, Wipro Technologies, CSC and Evoke Technologies. Experienced in Mobile testing using SDK, Genymotion, PdaNet, Good experience with Database (SQL Queries), different domains like Media(Email Configuration),Manufacturing, E-Learning, E-Commerce, ERP (SAP), BFSI, Health Care, Health Insurance, Energies & Utilities and Employee Database. Worked with diff tools like QC, Silk Central, Perforce, Confluence,Quickr,Track IT,VSS and Bug Tracking Tools (Bugzilla,One View,Clear Quest,Jira,Extra view) etc., Have god knowledge with Automation Testing Tools (Selenium, QTP). Experienced with BPM Tool(PEGA)

Certifications:
PRINCE2 Certified
PEGA Certified
ISTQB Certified
Mercury QTP Certified 
Mercury QC Certified
",CHENNAI,ug,group3,CSE,Program and Project Management,Freelace / Self-employed,Manager,network,India,AS,Computer Science
4487,SAP PM,HOFINCONS INTERNATIONAL PVT LTD,Consumer Goods,"Krishna, Andhra Pradesh, India",False,0.0,Project Engineer-Asset Data Management  IN OIL& ENERGY at HOFINCONS INTERNATIONAL (P) LTD,,,ug,group3,MECHANICAL,Program and Project Management,HOFINCONS INTERNATIONAL PVT LTD,sappm,network,India,AS,Mechanical Engineering
4488,PM,IBM Global Services,Information Technology and Services,"St Paul, Minnesota, United States",False,0.0,PM at IBM Global Services,,,not_given,group4,,Program and Project Management,IBM Global Services,pm,network,United States,NA,not_given
4489,PM,Motorola,Consumer Services,"Faridabad, Haryana, India",False,0.0,PM at Motorola,,,not_given,not-given,,Program and Project Management,Motorola,pm,network,India,AS,not_given
4490,Project Manager,VertX Solutions,Consumer Services,"Chennai, Tamil Nadu, India",False,2018.0,Project Manager at VertX Solutions,"12+ years experience in BPO, where as 8 years in Project and Team Management. Currently taking care of IT Operations for CTS(Chennai,Coimbatore and Cochin)

Area of interest:

Continues improvement and cost cutting.",Comet,other,group2,Cloud architecture,Program and Project Management,VertX Solutions,Manager,network,India,AS,Architecture
4491,PM,Motorola,Consumer Services,"Faridabad, Haryana, India",False,0.0,PM at Motorola,,,not_given,not-given,,Program and Project Management,Motorola,pm,network,India,AS,not_given
4492,Project Manager,Tescan Middle East,Nanotechnology,United Arab Emirates,False,2010.0,Project Manager at Tescan Middle East,,Vellore Institute of Technology,pg,group3,Nanotechnology,Program and Project Management,Tescan Middle East,Manager,network,United Arab Emirates,AS,nanotechnology
4493,Project Manager,Shreem Services,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,0.0,Project Manager at Shreem Services,,Vellore Institute of Technology,pg,group2,Data Scientist,Program and Project Management,Shreem Services,Manager,network,India,AS,Computer Science
4494,Project Manager,Cognizant,Information Technology and Services,"Tamil Nadu, India",False,2007.0,Project Manager at Cognizant,,VIT_Vellore Institute of Technology ,pg,group3,Computer Science,Program and Project Management,Cognizant,Manager,network,India,AS,Computer Science
4495,Project Manager,Tata Consultancy Services,Consumer Services,India,False,2007.0,--,,"Vellore Institute of Technology, Vellore",ug,group3,Bioinformatics,Program and Project Management,Tata Consultancy Services,Manager,network,India,AS,bioinformatics
4496,高级售前顾问,上海透云物联网科技有限公司,Information Technology and Services,"Changsha, Hunan, China",False,2014.0,上海透云物联网科技有限公司 - 高级售前顾问,,Vellore Institute of Technology,not_given,not-given,,Program and Project Management,上海透云物联网科技有限公司,高级售前顾问,network,China,AS,not_given
4497,Program Manager,Adobe,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2018.0,Program Manager at Adobe,,Vellore Institute of Technology,ug,group3,Computer Science,Program and Project Management,Adobe,Manager,network,India,AS,Computer Science
4498,Onsite Co-Ordinator,Kronos,Information Technology and Services,"Beaverton, Oregon, United States",False,2008.0,Onshore CO-Ordinator at Kronos,,,ug,group4,Computer Science,Program and Project Management,Kronos,Coordinator,network,United States,NA,Computer Science
4499,Project Manager,Tech Mahindra,Information Technology and Services,India,False,0.0,Project Manager at Tech Mahindra,,VIT,not_given,not-given,,Program and Project Management,Tech Mahindra,Manager,network,India,AS,not_given
4500,Project Manager,Cerebhram Innovations Pvt Ltd,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2016.0,Project Manager at Cerebhram Innovations Pvt Ltd,"Experienced with Functional and people aspects of project management. Well versed                    planning, organizing, and managing resources to successfully complete project goals and objectives, while honouring predetermined constraints.

Highly organized self-starter with demonstrated ability to manage and communicate product offerings and provide support to the team.Excellent work record in Project Management, People Management, PMP, Scrum Master and Project co-ordination. 

 Anticipate and manage changes effectively in rapidly evolving global business environments.
Experience with Agile methodologies and SDLC/waterfall lifecycle depending on project specifics and client goals, detailed project road maps, plans, schedules and work breakdown structures.
",Vellore Institute of Technology,pg,group3,HR and Marketing,Program and Project Management,Cerebhram Innovations Pvt Ltd,Manager,network,India,AS,Marketing and Finance
4501,PM,Aec Promag Consultancy Pvt. Ltd,Civil Engineering,India,False,2012.0,PM at AEC Promag Consultancy Pvt. Ltd,,Madras Christian college HSS,not_given,group4,,Program and Project Management,Aec Promag Consultancy Pvt. Ltd,pm,network,India,AS,not_given
4502,Project Manager,Vitamin T,Civil Engineering,"Mumbai, Maharashtra, India",False,2017.0,Project Manager at Vitamin T,,Vellore Institute of Technology,ug,group3,"Marketing/Marketing Management, General",Program and Project Management,Vitamin T,Manager,network,India,AS,Marketing and Finance
4503,Project Manager,Wipro Technologies,Information Technology and Services,"Chennai, Tamil Nadu, India",False,0.0,Project Manager at Wipro Technologies,,Vellore Institute of Technology,ug,group4,Engineering in Computer Science ,Program and Project Management,Wipro Technologies,Manager,network,India,AS,Computer Science
4504,Project Manager,Assivo,International Trade and Development,"Chennai, Tamil Nadu, India",False,2017.0,Project Manager at Assivo,,"Thiruvalluvar University, Vellore",pg,group2,,Program and Project Management,Assivo,Manager,network,India,AS,not_given
4505,Product Manager,Crosscard,Consumer Services,Greater Munich Metropolitan Area,False,2020.0,Payments Product Manager | Fintech | Digital Banking | SME Offering ,"•	Expert in Payment domain, with 13 years of experience in launching, managing, designing and executing end-to-end Products/Solutions delivery across the globe, with work experience in India, Spain, Norway, Cyprus, Germany, and UAE.


•	Currently handling SME Banking Product Offering from Crosscard – Card Management – Physical & Virtual Cards, Expense Management – Receipt Management, Invoice Management, Virtual IBANs and integration with TPP Account Software- Datev, Xero & QuickBooks. 

•	 Launched & Managed Wirecard Products for Merchant Onboarding, MultiCurrency Travel Wallets & Prepaid Cards, Acceptance Solutions with TPP integration for APM & Shop plugins, Card Issuance Solutions/Products, Lending Products & Banking as a Service(BaaS) Solutions.

•	Solid experience on various payment acceptance channels, alternative payment methods, B2B & B2C Products, Magnetic Stripe, EMV & Contactless Cards, Card personalization, Card Tokenization and PSD2 (3DS 2.0 & SCA) Implementation.

•	Implemented Wirecard in-house Fraud/Risk Management Solutions & other third-party Solutions to mitigate risk/fraud through OmniChannel payments for both Merchants and Issuers.

Awards

•	Awarded Certificate of Achievement for making a significant impact on Wirecard with the contribution to the Innovation Challenge 2019. 

•	Awarded Cash project bonus by Capgemini Global HR Team for being a Key Resource for Capgemini, India. 

•	Awarded Lean Six Sigma Yellow Belt for saving more than ~1800 annual person-hours on yearly basis by automation of various processes for Entercard Norway related to file handling for new customers, billing files, and collection files. 

•	Awarded certificate of honor for being Keynote Speaker at Blockchain Technology Conference July 2018, Dubai.

Skill Set

Documentation-- MS Office, MS Projects, Confluence, and JIRA.
Web Service Testing Tool-- SoapUI Pro and Postman
Card/Payment Processing Products-- Global Payments (Prime & Online) & Compass Plus (Tranzware & TranzAxis)
Fraud Monitoring Tools-- FICO(FALCON), IRIS(IBM), Fraud Monitoring Suite(Wirecard), and FraudGuard(TSYS)
Technologies-- ETL, XML, JSON, RestAPI, SOAP, HTML & Scripting Languages.
Methodologies-- Agile(Scrum & Kanban) & Waterfall
Others - Wireframing, Prototyping, A/B & Multivariate Testing, UI/UX (Basics) & Data Science (Basics)",Vellore Institute of Technology,ug,group3,,Product Management,Crosscard,Manager,network,Germany,EU,not_given
4506,Product Manager,MoneyTap,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2020.0,Product at MoneyTap | Financial Services | Ex-slice,"Skilled in Product Management , Analytics , Business Operations, Business Development,Marketing, Python and Excel. Strong professional with a Bachelor of Technology (B.Tech.) focused in Information Technology from Vellore Institute of Technology.",Vellore Institute of Technology,ug,not-given,Information Technology,Product Management,MoneyTap,Manager,network,India,AS,Computer Science
4507,Product Manager,Meme Chat,Hospital & Health Care,"Mumbai, Maharashtra, India",False,2020.0,Product Manager at Meme Chat,"As a life of a Biomedical Engineering student, my interest to hustle, innovate and propagate has outgrown. During college, I have participated in and won many hackathons. My great sensor of humor also helped me begin my startup, Ullu - An Indian meme generator. Along with that I have also published and presented 3 research papers. Adding to it all, I have represented my university and school at a bunch of MUNs and Table Tennis tournaments. I aspire to create an impact ",Vellore Institute of Technology,ug,group2,Biomedical/Medical Engineering,Product Management,Meme Chat,Manager,network,India,AS,biomedicalmedicalengineering
4508,Product Manager,HackerEarth,Information Technology and Services,"Gurgaon, Haryana, India",False,2020.0,Product Management | Enterprise SaaS,"I manage and deliver cutting edge technology products. I have extensive experience in working with multi-geography cross-functional teams. I started my career as a software engineer building moonshot products lying at the intersection of IoT, Robotics and machine learning, thereafter transitioned into enterprise product management.

Specialities: Product Management, Product Development, Strategy and Roadmap Planning, UX Design, Customer Obsession and User Empathy.

Technologies: Machine learning, Machine Vision, Web Apps, Analytics, Robotics

Domains:  Enterprise Software, Logistics and Supply Chain, Internet",Vellore Institute of Technology,ug,group3,Electrical and Electronics Engineering,Product Management,HackerEarth,Manager,network,India,AS,Computer Science
4509,Associate Product Manager,IQVIA,Primary/Secondary Education,United States,False,2020.0,Product Management at IQVIA | Carnegie Mellon,"As an engineer with a strong motivation to understand how technology can be molded to deliver maximum value to the users, Tejas joined Carnegie Mellon University to dive into the world of Product Management.

He brings a logical and structured approach to problem-solving, with a strong focus on user empathy. Throughout his time at CMU and prior to it, he has been able to successfully steer cross-functional teams to achieve goals across spaces like food-delivery, healthcare, autonomous construction equipment, etc. He has thrived in chaos, situations where there were no set processes in place or where the goal was to innovate in uncharted territories. 

All these experiences made him a constant learner, a practitioner of initiative and a strong believer of the fact that no goal is too big to achieve.

Engage on Twitter: @tkashpm | Medium: tejaskashyap | Web: tejaskashyap.org",Carnegie Mellon University,pg,group2,Product Development and Management,Product Management,IQVIA,Manager,network,United States,NA,Management
4510,Technical Product Manager,Informed,Information Technology and Services,"San Francisco, California, United States",False,2019.0,Technical Product Manager at Informed - We are Hiring!,,University of California San Diego,pg,group2,Artificial Intelligence,Product Management,Informed,Manager,network,United States,NA,Computer Science
4511,Product Manager,Goodera,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2020.0,Product Manager at Goodera | B2B SaaS | E-Commerce | Ex - Grofers,"- Start-up enthusiast with experience building impactful products
- Skilled in developing end-to-end analytics solutions from metrics identification to insight consumption
- Computer Science graduate from VIT University with an exemplary extracurricular work experience.",Vellore Institute of Technology,ug,group2,Computer Science,Product Management,Goodera,Manager,network,India,AS,Computer Science
4512,Ecommerce Product Manager,FedEx,Logistics and Supply Chain,Greater Pittsburgh Region,False,2019.0,Ecommerce Product Manager @ FedEx ,"Product Manager for outsourced logistics products and services at FedEx. 

Pricing Strategy expert across Parcel and Freight logistics, Construction and Manufacturing industries.",University of Minnesota - Carlson School of Management,pg,group2,,Product Management,FedEx,Manager,network,United States,NA,not_given
4513,Product Manager,Sorcero,Information Technology and Services,"Los Angeles, California, United States",False,2020.0,Growth Product Manager at Sorcero I UCLA Anderson MBA | STEM,"I am an MBA from UCLA Anderson School of Management. Before business school, I worked at Microsoft as a technology consultant for 3+ years implementing Enterprise Resource Planning systems, such as Dynamics 365 for Finance & Operations, for various companies located across North America, Europe and Southeast Asia. 
I am leveraging my extensive experience of collaborating with developers, testers and end users along with my strengths of team management and problem solving to help shape Sorcero's product strategy.",UCLA Anderson School of Management,pg,group2,,Product Management,Sorcero,Manager,network,United States,NA,not_given
4514,Founder,Janitri,Hospital & Health Care,"Bangalore Urban, Karnataka, India",False,2016.0,Founder at JANITRI Innovations,,Vellore Institute of Technology,pg,group3,BioMedical Engineering,Product Management,Janitri,Founder,network,India,AS,biomedicalengineering
4515,Associate Product Manager,MyGate,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2020.0,Product @ MyGate | ISB Co'20 | Ex - Cisco ,"A graduate of ISB Co'20 with past experience as a technical consulting engineer for almost 4 years at Cisco Inc - Core-Architecture Division. Have provided stellar technical and solutions support to 1000+ clients across US, EMEAR, APJC regions, effectively dealing in crisis management and enhancing the overall client engagement. Expertise in cross-functional stakeholder management and multi-party negotiations and communications.",Indian School of Business,pg,group2,Marketing and Strategy,Product Management,MyGate,Manager,network,India,AS,Marketing and Finance
4516,Product Owner and Innovation Lead,Schneider Electric,Industrial Automation,"Vadodara, Gujarat, India",True,2021.0,Product Owner(Continuous Listening) &  Innovation Lead(Learning)  at Schneider Electric,,Vellore Institute of Technology,ug,group2,"Electrical, Electronics and Communications Engineering",Product Management,Schneider Electric,Founder,network,India,AS,"Electrical, Electronics and Communication Engineering"
4517,MMS Student Council Fellow & Marketing Fellow,Duke University - The Fuqua School of Business,Capital Markets,"Boston, Massachusetts, United States",False,2020.0,"Student, Duke University's Fuqua School of Business","Business master's student from Duke(Fuqua) with a Computer Science background, who graduated with honors & has distinctive experience - ranging from technology /product management, business analysis, analytics, to management consulting, and technical due diligence. 

Currently aiming at the intersection of business and technology, leveraging analytical skills and critical thinking, with a visionary team who enjoy drinking 10 cups of coffee a day with me!

Core Skillset: Strategy, Analysis, Product Management, Finance, Marketing, Accounting, Leadership, Stakeholder management. 
",Duke University - The Fuqua School of Business,pg,group1,"Management Studies, Technology Management (STEM)",Product Management,Duke University - The Fuqua School of Business,Marketing,network,United States,NA,Management
4518,Product Manager,InBlock ,Capital Markets,"New York, New York, United States",False,2020.0,"Product Manager at InBlock, LiquidX | Columbia University",A well-rounded business professional with an expertise in financial markets and analytics.,Columbia Business School,pg,group2,Management Science,Product Management,InBlock ,Manager,network,United States,NA,Management
4519,Product Manager,NoPaperForms,Education Management,"Gurugram, Haryana, India",False,2020.0,Product Manager at NoPaperForms| Ex-NEC | Ex-Cognizant ,"I have worked in two Fortune 500 companies to solve critical problems through Digital Products. With ~5 Yrs experience in Product Management and Business Consulting I have helped various teams and solutions, either globalize from different geographies to new ones or scale from scratch to reality. 

Over the years I have learnt product road-mapping, market research,  G-T-M planning, financial modelling, pricing strategy, conducting customer interviews and surveys, wire-framing, prototyping, prioritization, A/B testing, KPI setting and monitoring, data analysis, advance excel and creating powerful presentations.

I love using Figma, Balsamiq, Google Analytics, Google Data Studio, JIRA, Confluence, Tableau, Trello, MS Office Suite to make processes easier. 

Being up-do-date with latest tech is how my usual free time goes. Gardening, Bonsai making, Guitar /Ukulele playing, Non-fiction book reading and E-sports keeps me busy in other free times. ",Vellore Institute of Technology,ug,group3,Computer Science and Engineering ,Product Management,NoPaperForms,Manager,network,India,AS,Computer Science
4520,Associate Product Manager,West Agile Labs,Information Technology and Services,"Hyderabad, Telangana, India",False,2019.0,Associate Product Manager at West Agile Labs | Incoming MMGT graduate at Schulich Business School ,Associate Product manager who loves traveling and long bike rides | Also love working with large and cross functional teams,Vellore Institute of Technology,ug,group2,Computer Science,Product Management,West Agile Labs,Manager,network,India,AS,Computer Science
4521,Product Manager,S&P Global,Primary/Secondary Education,"New York, New York, United States",False,2020.0,Product Manager at S&P Global | Columbia Business and Columbia Engineering,"
",Columbia University in the City of New York,pg,group2,Business Analytics,Product Management,S&P Global,Manager,network,United States,NA,Business Studies
4522,Growth Product Manager,Reshamandi,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2020.0,"Product Manager-Growth | Ex-Khatabook, Google|ISB",Currently working as a Product Manager at Peel Works. Which is on a mission to empower merchants and corner stores throughout the country by digitizing their ability to carry a wider level of assortment . Also an alumnus of ISB and Google. ,Indian School of Business,pg,group2,,Product Management,Reshamandi,Manager,network,India,AS,not_given
4523,Product Manager,Bajaj Finserv Health,Hospital & Health Care,"Pune, Maharashtra, India",False,2019.0,Product Manager at Bajaj Finserv Health Limited,Inquisitive. Informed. Involved. ,Vellore Institute of Technology,pg,group3,Marketing & International Business,Product Management,Bajaj Finserv Health,Manager,network,India,AS,Marketing and Finance
4524,Product Manager,Lendingkart,Consumer Services,"Bangalore Urban, Karnataka, India",False,2020.0,Product Manager at Lendingkart,,,ug,group2,Production and Industrial Engineering,Product Management,Lendingkart,Manager,network,India,AS,Manufacturing and Production
4525,Product Manager II,Bizongo,Information Technology and Services,"Bengaluru, Karnataka, India",False,2019.0,Product Manager II at Bizongo | Community Manager Product School Bangalore,"Pursuit of any human life and by extension its professional work is to help people, be it through profit or non-profit organizations, I like to really understand the problem and build a must-have solution. How technology helps and bridges communities,  understanding different cultures and communities and putting technology there and seeing it change lives are some of the things that drive me. Always seeking thought leaders who share similar drive in life and getting a chance to contribute to a shared sense of mission. Currently I run a non profit and work for a organization both of which believe this to the core.",Vellore Institute of Technology,ug,group2,Information Technology,Product Management,Bizongo,Manager,network,India,AS,Computer Science
4526,Associate Product Manager,VORTO,Consumer Services,"Denver, Colorado, United States",False,2020.0,Product @ VORTO,"I have worked at various roles in technology spanning product development and management. 
Passionate about delivering truly amazing products validated through insights generated from data.",Carnegie Mellon University,pg,not-given,Information Systems Management,Product Management,VORTO,Manager,network,United States,NA,Computer Science
4527,Product Manager,Signzy,Information Technology and Services,"Mumbai, Maharashtra, India",False,2020.0,Product Manager at Signzy,"4 plus years of cumulative experience across sales, marketing & product has taught me how to identify the problem that the user is facing and how I can help my company improve revenue, customer experience & reduce operational costs.
",Vellore Institute of Technology,ug,group3,Electronics and Communications Engineering,Product Management,Signzy,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering"
4528,Product Manager,ICC Loyalty,Consumer Services,"Dubai, United Arab Emirates",False,2019.0,Product Manager at ICC Loyalty,"Currently working as a Product Manager in Dubai, UAE with a demonstrated history of working closely with the Banks in the Fin-tech industry. Strong product management professional with a Master's degree focused in Global Business from SP Jain School of Global Management - Dubai, Mumbai, Singapore & Sydney. 

","SP Jain School of Global Management - Dubai, Mumbai, Singapore & Sydney",pg,group2,Global Business,Product Management,ICC Loyalty,Manager,network,United Arab Emirates,AS,Business Studies
