,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy,Industry_embedding,Company Location_embedding,Profile Headline_embedding,Profile Summary_embedding,School_embedding,Degree_embedding,Education End_embedding,Domain_embedding,CompanyName_embedding,JobTitle_embedding,My Network_embedding,Country_embedding,Continent_embedding,FieldOfStudy_embedding
4386,Civil Engineering,India,False,2014.0,--,,Vellore Institute of Technology,ug,group3,Program and Project Management,BC Infra Projects Pvt Ltd,Manager,network,India,AS,Civil Engineering,0.51126933,-0.15667738,0.124019735,0.0068888757,0.75134337,-0.12845042,-0.799207,0.116206646,1.0378792,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.51126933
4387,Hospital & Health Care,Congo (DRC),False,2020.0,International Health Technology Consultant  at WHO AFRO,,Vellore Institute of Technology,phd,group1,Program and Project Management,WHO AFRO,Intern,network,Republic of the Congo,unknown,biomedicalengineering,0.6416101,0.014473974,0.106500365,0.0068888944,0.75134337,-0.5109713,-0.5150479,0.116206646,0.034477636,-0.308086,-0.34562543,-0.48186907,0.48930874,0.6895097
4388,Architecture & Planning,"London, England, United Kingdom",False,2020.0,Assistant Planner at BPTW,"Deeply interested in sustainable development and regeneration projects for greener, more liveable cities. 
",University of Liverpool,pg,group2,Program and Project Management,BPTW,Assistant,network,United Kingdom,EU,Civil Engineering,0.49405083,-0.09157124,-0.08622055,-0.008610192,-0.39312148,-0.61622804,-0.5348988,0.116206646,0.85579044,-0.13517101,-0.34562543,0.2007797,-0.20890951,0.51126933
4389,Civil Engineering,"Chennai, Tamil Nadu, India",False,0.0,Project Manager at PTK Architects,,SRM University,ug,group3,Program and Project Management,PTK Architects,Manager,network,India,AS,Civil Engineering,0.51126933,0.60004115,0.3111903,0.0068888944,0.19706146,-0.12845042,-0.799207,0.116206646,0.6126823,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.51126933
4390,Information Technology and Services,Washington DC-Baltimore Area,False,2018.0,Manager - Projects at Cognizant,"Experienced Senior Associate with a demonstrated history of working in the information technology and services industry. Strong professional skilled in Oracle Database, Test Automation, Test Planning, Test Cases, and HP QuickTest Professional (QTP).",,pg,group3,Program and Project Management,Cognizant,Manager,network,United States,NA,biomedicalengineering,-0.24523748,0.31777763,-0.2919821,-0.5613759,0.0068888944,-0.61622804,-0.799207,0.116206646,-0.14843246,-0.4709948,-0.34562543,0.21777464,0.20820904,0.6895097
4391,Biotechnology,"Bangalore Urban, Karnataka, India",False,2019.0,Trying to do my bit to save our environment with SayTrees,"As a student of Life Sciences I have passion, perseverance, dedication and focus necessary to excel in what I do. I am hardworking and I do look back and trouble shoot where necessary and learn from my mistakes. I am a quick learner and can adapt myself to my work environment and deliver reproducible results. I am keen on learning new things and flexible enough to mould myself to the need when demanded. I believe in what is said “Lend a hand and help others grow for you had one to hold on before”.","VIT University, Vellore",pg,group3,Program and Project Management,SayTrees,Manager,network,India,AS,Biotechnology,0.22836165,0.41186523,0.40042812,-0.06600603,0.53927904,-0.61622804,-0.799207,0.116206646,-0.24613035,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.22836168
4392,Information Technology and Services,"Chengalpattu, Tamil Nadu, India",False,2013.0,Project Manager at Infosys,,Anna University,pg,group3,Program and Project Management,Infosys,Manager,network,India,AS,Management,-0.24523748,0.6158785,-0.26736617,0.0068888757,0.06848726,-0.61622804,-0.799207,0.116206646,-0.5516598,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5813182
4393,Hospital & Health Care,"Chennai, Tamil Nadu, India",False,2020.0,Content Strategist at HELYXON HEALTHCARE SOLUTIONS PRIVATE LIMITED,"An educational professional with 7 years of varied expertise in the field of Biomedical Engineering education, possessing enhanced leadership and management skills. Working as a Content and Research Strategist for Helyxon Healthcare Solutions, IIT Research Park, Chennai.  ",VIT_Vellore Institute of Technology ,pg,group3,Program and Project Management,HELYXON HEALTHCARE SOLUTIONS PRIVATE LIMITED,Manager,network,India,AS,biomedicalmedicalengineering,0.6416101,0.60004115,0.47462454,-0.21931049,0.80594736,-0.61622804,-0.799207,0.116206646,0.40864065,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.8788234
4394,Civil Engineering,"Vellore, Tamil Nadu, India",False,2019.0,Planning Manager | 💲 Multi-million - Residential and Commercial Projects | 🏆 Strategy and Delivery - leading high-performance project teams," 🏆 Major Projects: 
         ★Prestige Lakeside Habitat -  Disney themed residential development spread over 102 acres with 3426 
            Units in 24 Towers, 271 Villas & 4 Clubhouses with a construction budget) 2,000 Cr INR (300M$ USD).
         ★Prestige Polygon - Prestige Polygon is a commercial office project. It is a 3 Basements + G + 12 floors 
            built  by Top-down construction method, with a construction budget of 200 Cr INR (30M$ USD).

 ➤ I have a Masters of Technology in Construction Management (M.Tech.) with a research project on 
studying the contract documents of construction projects. I dealt with project management and engineering duties of diverse construction projects . 

 ➤ This experience has allowed me to become experienced Planning Manager with a demonstrated history of working in the real estate industry.
 
 ➤ Leadership ability to motivate and collaborate at multiple levels in order to consistently meet stringent deadlines through effective prioritization of workload.

 ➤Project Controls of major project phases from FEED, Detailed Engineering, Procurement, Modules Fabrication, Construction, Commissioning / Start Up and Project Closure.


",Vellore Institute of Technology,pg,group3,Program and Project Management,MS Builders,Manager,network,India,AS,Management,0.51126933,0.5367587,-0.102643766,-0.47631887,0.75134337,-0.61622804,-0.799207,0.116206646,0.12295625,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5813182
4395,Media Production,"Chennai, Tamil Nadu, India",False,2009.0,Project Manager at Tata Elxsi,"Twenty years of experience in design development and test automation of various Telecom and Networking projects in conformance with well-defined Quality Standards.
  Current work experience on SDN transformation for MSOs, handling Integration and certification between Solution provider and Service providers
	Strong expertise in VoIP technologies viz., IMS and SIP protocols
	Strong expertise on Cisco BTS and Genband Cedar Point switches management.
	Handled Migration projects covering legacy to IMS domain with main focus pre and post migration validations.
	Core software skills include programming with C and Linux
	Contributed significantly to different phases of software development life cycle including design, development, analysis, defect fixing, Implementation and testing.
	Extensively worked on projects based on Enterprise call server solutions (IP based PBX), which caters from legacy end users to latest VoIP end users.
	Worked on implementation of stack of signaling and transmission protocols ISDN, SNTP, and SS7.
- Followed Agile model in projects for last 2 years.",Vellore Institute of Technology,ug,group4,Program and Project Management,Tata Elxsi,Manager,network,India,AS,Computer Science,0.8238492,0.60004115,-0.25324607,-0.72494596,0.75134337,-0.12845042,-0.63515115,0.116206646,-0.3684838,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4396,Hospital & Health Care,Republic of the Congo,False,2010.0,Student at Vellore Institute of Technology,,,not_given,group3,Program and Project Management,PUBLIC HEALTH MINISTRY,focalpointofthehealthfacilitiesequipmentsprogramineastzonedrcongo,network,Republic of the Congo,unknown,not_given,0.6416101,-0.4818693,0.7517292,0.0068888944,0.0068888944,0.52895916,-0.799207,0.116206646,0.8078996,-0.22798054,-0.34562543,-0.48186907,0.48930874,0.52895916
4397,Civil Engineering,"Mumbai, Maharashtra, India",False,2020.0,Project Manager,"Experienced Assistant General Manager with a demonstrated history of working in the construction industry. Skilled in Contractors, Project Estimation, Construction, Contract Negotiation, and Contract Management. Strong business development professional with a Diploma in Electrical sandwich Course focused in Machines Design and Industrial Electronics from Murugappa Chettiar Memorial Polytechnic, Avadi, Chennai.. ","Murugappa Chettiar Memorial Polytechnic, Avadi, Chennai.",pg,group4,Program and Project Management,AAR VEE Associates,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",0.51126933,0.5232492,-0.17595914,-0.056511782,0.64483416,-0.61622804,-0.63515115,0.116206646,0.37715635,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4398,Hospital & Health Care,"Chinthamani Madurai, Tamil Nadu, India",False,2018.0,Project Manager at Indegene,,Vellore Institute of Technology,pg,group2,Program and Project Management,Indegene,Manager,network,India,AS,Marketing and Finance,0.6416101,0.7061544,0.0017563011,0.0068888944,0.75134337,-0.61622804,-0.5348988,0.116206646,-0.11663437,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.18475033
4399,Mechanical or Industrial Engineering,"Bangalore Urban, Karnataka, India",False,2019.0,Robert Bosch Engineering and Business Solutions Private Limited,,Vellore Institute of Technology,pg,group3,Program and Project Management,Robert Bosch Engineering and Business Solutions Private Limited,Analyst,network,India,AS,Mechanical Engineering,0.5515584,0.41186523,0.11413006,0.0068888944,0.75134337,-0.61622804,-0.799207,0.116206646,0.11413006,-0.47440735,-0.34562543,-0.15667738,-0.22795308,0.5310456
4400,Civil Engineering,"Watford, England, United Kingdom",False,2013.0,Project Manager at Caben Constructions,"·	Primary coordination with Sub Contractors.
·	Coordinated and follow-up with Consultants for design and drawing deliverables as per agreed submission schedule.  
·	Coordinated and follow-up with Sub Contractors for milestone or target achievement plan. 
·	Conducted value optimisation / value addition analysis, etc. 
·	Providing technical inputs for Methodologies of construction & coordination with site management activities.  
·	To ensure completion of project within the time & cost parameters and effective resource utilisation to maximize the output. 
·	Conducting in project review meetings for evaluating project progress providing technical inputs and mitigation plans.
·	Budgeting and weekly Payment schedule preparation and release of payments.
·	Sourcing all required materials & machineries for the construction.
",VIT_Vellore Institute of Technology ,pg,group3,Program and Project Management,Caben Constructions,Manager,network,United Kingdom,EU,Management,0.51126933,-0.019980289,0.24822521,-0.11254923,0.80594736,-0.61622804,-0.799207,0.116206646,0.5840767,-0.4709948,-0.34562543,0.2007797,-0.20890951,-0.5813182
4401,Consumer Goods,"Guangdong, China",False,2013.0,Student at Vellore Institute of Technology,,,not_given,group3,Program and Project Management,star future,Manager,network,China,AS,not_given,0.39451176,0.017351013,0.7517292,0.0068888944,0.0068888944,0.52895916,-0.799207,0.116206646,0.26321083,-0.4709948,-0.34562543,0.033815518,-0.22795308,0.52895916
4402,Mechanical or Industrial Engineering,Other,False,2018.0,Program Manager ,"As a Program Manager, I offer expertise in overseeing all aspects of project planning, from capturing market needs, budgeting, risk analysis and resource allocation to ensuring quality deliverables while achieving targets on time. 
I’m truly passionate about my work and always eager to connect with others. While I enjoy all aspects of my job, I think my favorite stage of a project is working with the business unit leader to understand his or her business objectives. As we go through that collaborative process, the ideas start to flow and that’s always the fun part.

",Domus Academy,pg,group3,Program and Project Management,Garrett - Advancing Motion,Manager,network,India,AS,Design,0.5515584,0.10087785,-0.32338503,-0.5256442,0.25231668,-0.61622804,-0.799207,0.116206646,-0.16510221,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.08776317
4403,Consumer Services,"Coimbatore, Tamil Nadu, India",False,2007.0,Project Manager at CIWMCPL,Solid Waste Management,Vellore Institute of Technology,ug,not-given,Program and Project Management,CIWMCPL,Manager,network,India,AS,not_given,0.38967007,0.4191476,0.22740616,0.30299583,0.75134337,-0.12845042,0.45873982,0.116206646,0.653042,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4404,Design,"Chennai, Tamil Nadu, India",False,0.0,Project Manager at C2C Engineering,,Vellore Institute of Technology,ug,group4,Program and Project Management,C2C Engineering,Manager,network,India,AS,Mechanical Engineering,-0.08776307,0.60004115,0.14405155,0.0068888944,0.75134337,-0.12845042,-0.63515115,0.116206646,0.21528593,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.53104585
4405,Information Technology and Services,"Franklin, Tennessee, United States",False,2016.0,Project Manager at Optum,,Vellore Institute of Technology,ug,group3,Program and Project Management,Optum,Manager,network,United States,NA,Computer Science,-0.24523748,-0.0382266,-0.11197885,0.0068888944,0.75134337,-0.12845042,-0.799207,0.116206646,-0.038820248,-0.4709948,-0.34562543,0.21777464,0.20820904,-0.5947676
4406,Entertainment,"Chennai, Tamil Nadu, India",False,2018.0,Project Management Office at BNY Mellon,"Experience in Project Management, Calendar Management (Plan & schedule Appointments, Meetings & Travel etc.), Concert Handling (India & Abroad), Event co-ordination, Scheduling Conferences & meetings and have been working as a Executive Assistant for the Oscar award winner AR Rahman.",Vellore Institute of Technology. Vellore,ug,group3,Program and Project Management,BNY Mellon,Manager,network,India,AS,Computer Science,0.0006082116,0.60004115,-0.24133283,-0.44528922,0.7436885,-0.12845042,-0.799207,0.116206646,-0.5390317,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4407,Mechanical or Industrial Engineering,"Tiruvallur, Tamil Nadu, India",False,2005.0,"MANAGER-PROJECTS at HYPERIONIT PVT. LTD.,",,MUTHIALPET HSC - MANNADY - CHENNAI-600 001,not_given,not-given,Program and Project Management,"HYPERIONIT PVT. LTD.,",Manager,network,India,AS,not_given,0.5515584,0.5346037,-0.107780695,0.0068888944,0.27229908,0.52895916,0.45873982,0.116206646,-0.019520348,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4408,Consumer Services,"Jhalawar, Rajasthan, India",False,2020.0,Always Be positive ,"3.5 year experience in Sales and Marketing industry.
skills :   Team management , Public speaking, Territory Management , Business Development.
System Knowledge :  Microsoft Office , Excel, Power Point.
  ",VIT_Vellore Institute of Technology ,pg,group2,Program and Project Management,RBL Bank,Operations,network,India,AS,Computer Science,0.38967007,0.81286746,0.37177214,-0.6431222,0.80594736,-0.61622804,-0.5348988,0.116206646,0.3396125,-0.061747417,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4409,Consumer Services,"Hartford, Connecticut, United States",False,2017.0,Project Manager at Travelers,"Innovative IT Professional offering vast experience leveraging software engineering to deliver highly effective and innovative solutions to business and technology challenges. Utilizes highly attuned analytical skills to develop IT and business strategies employing cutting-edge technologies to increase productivity. Consistently drives high standards of service through effective project management, communication, team management and strategic planning to develop and manage strong client relationships. Highly organized with strong capacity to prioritize workload, delegate deliverables and steer project completion with in established deadlines.","California State University, Chico",pg,group3,Program and Project Management,Travelers,Manager,network,United States,NA,Computer Science,0.38967007,0.95050216,-0.47426644,-0.72693187,0.42094544,-0.61622804,-0.799207,0.116206646,0.07935721,-0.4709948,-0.34562543,0.21777464,0.20820904,-0.5947676
4410,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2009.0,Project Manager at HCL,,Vellore Institute of Technology,ug,not-given,Program and Project Management,HCL,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.41186523,0.10010203,0.0068888944,0.75134337,-0.12845042,0.45873982,0.116206646,0.42602864,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4411,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2015.0,Project Manager at Infosys,"1. Overall experience of 9 years - 5.7 years in Tata Consultancy Services Ltd. as a Test Lead/Analyst, 3.3 years in Infosys Ltd as Technical Test Lead/Project Manager.
2. CSM certified Scrum Master. Have Good knowledge and work experience of SDLC, Agile Methodologies.
3. Have good exposure in Banking, Insurance, Mortgage and Investments domain.
4. Quick Learner and easily collaborate with team members across projects to accomplish the milestones.
5. Proactive, have a can-do attitude, and results & relationship oriented. ",,pg,group3,Program and Project Management,Infosys,Manager,network,India,AS,Computer Science,-0.24523748,0.41186523,-0.26736617,-0.89138955,0.0068888944,-0.61622804,-0.799207,0.116206646,-0.5516598,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4412,Consumer Goods,"Bangalore Urban, Karnataka, India",False,2015.0,Project Manager at Infineon Technologies,,,pg,group3,Program and Project Management,Infineon Technologies,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",0.39451176,0.41186523,-0.17036392,0.0068888944,0.0068888944,-0.61622804,-0.799207,0.116206646,-0.05894698,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4413,Civil Engineering,Qatar,False,2007.0,--,,Mepco Schlenk Engineering College,ug,group3,Program and Project Management,Qatar Design Consortium,Manager,network,Qatar,AS,Civil Engineering,0.51126933,-0.46310043,0.124019735,0.0068888944,0.16284491,-0.12845042,-0.799207,0.116206646,0.21595545,-0.4709948,-0.34562543,-0.46310043,-0.22795308,0.51126933
4414,Information Technology and Services,"Chengalpattu, Tamil Nadu, India",False,2019.0,Self Employed,,chennai,not_given,not-given,Program and Project Management,Former VDS India,selfemployed,network,India,AS,not_given,-0.24523748,0.6158785,0.12067989,0.0068888944,0.05070755,0.52895916,0.45873982,0.116206646,0.34094295,-0.05360816,-0.34562543,-0.15667738,-0.22795308,0.52895916
4415,Mechanical or Industrial Engineering,"Chennai, Tamil Nadu, India",False,2012.0,"Project Cost Control at Renault Nissan Technology & Business Centre India Pvt. Ltd.,","Experienced Assistant Manager with a demonstrated history of working in the automotive industry. Skilled in Product Costing, Cost Analysis, Process Engineering. Strong engineering professional with a Master of Business Administration (M.B.A.) focused in General Management from CEG, Anna University. ","CEG, Anna University",pg,group3,Program and Project Management,"Renault Nissan Technology & Business Centre India Pvt. Ltd.,",Project Control,network,India,AS,Management,0.5515584,0.60004115,-0.38195404,-0.53376657,-0.059164796,-0.61622804,-0.799207,0.116206646,-0.36115152,0.10956033,-0.34562543,-0.15667738,-0.22795308,-0.5813182
4416,Consumer Services,"Chennai, Tamil Nadu, India",False,2020.0,Project Lead At Enactus VITC,Exploring all the new things which comes across || Coding seems fun and trying hands on Event Management || Music flows from the soul || Paves path as life creates.,Vellore institute of technology chennai,ug,group1,Program and Project Management,Enactus VIT Chennai,Team Leader,network,India,AS,Computer Science,0.38967007,0.60004115,0.27346715,0.26168945,0.46208817,-0.12845042,-0.5150479,0.116206646,0.6153871,-0.28544277,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4417,Mining & Metals,"Kolkata, West Bengal, India",False,2013.0,Project Manager Trainee at Mortex India,,Vellore Institute of Technology,ug,group3,Program and Project Management,Mortex India,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",0.39984447,0.00994799,0.36416614,0.0068888944,0.75134337,-0.12845042,-0.799207,0.116206646,0.31633466,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4418,Information Technology and Services,"Tiruvallur, Tamil Nadu, India",False,2010.0,Project Manager @ TCS,,Vellore Institute of Technology,pg,group3,Program and Project Management,TCS,Manager,network,India,AS,Marketing and Finance,-0.24523748,0.5346037,-0.05586126,0.0068888944,0.75134337,-0.61622804,-0.799207,0.116206646,0.2407874,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.18475033
4419,Nonprofit Organization Management,"Hyderabad, Telangana, India",True,2021.0,Chief Advisory board at Energy And Environment Protection Club VIT ,,Vellore Institute of Technology,ug,group1,Program and Project Management,SAHITI TLA VIT,Coordinator,network,India,AS,Biotechnology,0.026965683,0.08350182,0.42755952,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.116206646,0.4191362,-0.4547119,-0.34562543,-0.15667738,-0.22795308,0.22836168
4420,Consumer Services,"Uttar Pradesh, India",False,2020.0,Program Manager at samar foundation,"Experienced Teaching Specialist with a demonstrated history of working in the civil engineering industry. Skilled in Cricket, Young People, Behavior Management, Teaching, and Parent Communication. Strong education professional graduated from Vellore Institute of Technology. ",Vellore Institute of Technology,not_given,group2,Program and Project Management,samar foundation,Manager,network,India,AS,Civil Engineering,0.38967007,-0.649344,-0.18357408,-0.18802097,0.75134337,0.52895916,-0.5348988,0.116206646,-0.09658581,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.51126933
4421,Civil Engineering,"Tiruvallur, Tamil Nadu, India",False,2010.0,project manager at GEO FOUNDATION AND STRUCTURES PVT LTD,,IIM Calcutta,other,group3,Program and Project Management,GEO FOUNDATION AND STRUCTURES PVT LTD,Manager,network,India,AS,Civil Engineering,0.51126933,0.5346037,0.07813848,0.0068888944,-0.4993538,0.10087785,-0.799207,0.116206646,0.37660393,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.51126933
4422,Consumer Goods,Greater Milwaukee,False,2019.0,Product Manager at Kohl's,"•	Experience in coordinating with Business stakeholders, Consumers and IT across all phases of software development cycle.
•	Proficient in analysis of ERP systems, databases, business applications, and EDI management software.
•	In-depth knowledge of Software Development Life Cycle (SDLC) methodologies including waterfall, Rational Unified Process (RUP) and Agile.
•	Expertise in gathering, analyzing and documenting business requirements and developing business requirement documents and functional requirements.
•	Proficient knowledge with SQL queries and SQL data analysis.
•	Extensive knowledge of computer system validation and system manual documentation.
•	Experience in coordinating with IT application development team, business stake holders and trading partners for problem resolution in support of the business and system software.
•	Expertise in writing and implementing Test scenarios, Test cases, system testing, regression testing, user acceptance testing and maintaining traceability matrices for baseline documents.
•	Excellent experience in developing and documenting user interface and dashboard requirements.
•	Expertise in analysis and process flow and detail documentation of the as-is process with in the business system or application. Documentation includes business process flows (using MS Visio), data flow (using MS Visio), use case narratives and system appreciation document.
•	Managed Agile Projects using JIRA as JIRA Admin, and for tracking internal project issues, defined and created new flows, screen attributes, flow transition status.",,pg,group3,Program and Project Management,Kohl's,Manager,network,United States,NA,Biotechnology,0.39451176,0.52726877,-0.1041654,-0.6867804,0.0068888944,-0.61622804,-0.799207,0.116206646,-0.17924263,-0.4709948,-0.34562543,0.21777464,0.20820904,0.22836168
4423,Information Technology and Services,"Chennai, Tamil Nadu, India",False,2006.0,Project Manager at CSS Corp,,,pg,group3,Program and Project Management,CSS Corp,Manager,network,India,AS,Computer Science,-0.24523748,0.60004115,0.13242914,0.0068888944,0.0068888944,-0.61622804,-0.799207,0.116206646,0.4319833,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4424,Information Technology and Services,"Thiruvananthapuram Taluk, Kerala, India",False,2007.0,Project Manager at Infosys,Currently working as Project manager in Infosys Limited. I am managing projects in Digital Maketing area. Very passionate in taking up challenges the way it comes. Digital marketing is the area where we can have our dreams come true with our creative brain. I love to work in this area for the freedom we have to show up our thoughts.,Vellore Institute of Technology,ug,group4,Program and Project Management,Infosys,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.39655432,-0.26736617,-0.25564384,0.75134337,-0.12845042,-0.63515115,0.116206646,-0.5516598,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4425,Information Technology and Services,"Chengalpattu, Tamil Nadu, India",False,2011.0,Project Manager at Keane Inc,,Government College of Technology,pg,group3,Program and Project Management,Keane Inc,Manager,network,India,AS,Design,-0.24523748,0.6158785,-0.35792345,0.0068888944,0.89125514,-0.61622804,-0.799207,0.116206646,-0.4015539,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.08776317
4426,Information Technology and Services,India,False,2014.0,Project Manager at Cognizant Technology,,Kingston Matriculation School,school,not-given,Program and Project Management,Cognizant Technology,Manager,network,India,AS,not_given,-0.24523748,-0.15667738,-0.028728615,0.0068888944,-0.13987882,-0.61432534,0.45873982,0.116206646,-0.029549265,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4427,Information Technology and Services,"Chennai, Tamil Nadu, India",False,2013.0,--,"Profile Summary 

Solid project management and team leadership abilities - able to keep projects on track even under difficult circumstances, seasoned professional, with outstanding project planning, execution, monitoring and resource balancing skills with the ability to support multiple simultaneous projects in a matrix organizational structure.Good experience in handling the projects of different technologies like Java/J2EE, Message Broker, Dot Net, SAP, Mainframe and VB Applications.  

Current Roles Experience :  
Project Duration : January 2018 - Till Date. 
Role Description: Project Manager  & Automation Tower Lead

My responsibilities include:  

1. As a Project Manager, I am responsible for starting from Planning, Execution, and Monitor, MME Forecast, Invoicing, My TE and Clarity Reconciliation. 

2. As Automation Lead for my DU Drive Automation and Innovation, Automated 22K tickets P.A, 

3. Defining Automation Targets across projects

4. Coaching people in Automation

5. Identifying Automation opportunities and provide effective solutions.
",Vellore Institute of Technology,ug,group4,Program and Project Management,Accenture,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.60004115,0.12401958,-0.6196791,0.75134337,-0.12845042,-0.63515115,0.116206646,-0.5781412,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4428,Information Technology and Services,"Tamil Nadu, India",False,2011.0,Information Technology and Services Professional,,vit,not_given,not-given,Program and Project Management,Tech Mahindra,Manager,network,India,AS,not_given,-0.24523748,0.56172913,-0.015086435,0.0068888944,0.36726007,0.52895916,0.45873982,0.116206646,-0.07773357,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4429,Information Technology and Services,"Chennai, Tamil Nadu, India",False,2012.0,Senior Project Manager at WTI Advanced Technology LTD,,"College of Engineering Guindy, Chennai",pg,group4,Program and Project Management,WTI Advanced Technology LTD,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.60004115,-0.14902852,0.0068888944,0.06366252,-0.61622804,-0.63515115,0.116206646,0.14095075,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4430,Civil Engineering,"Chennai, Tamil Nadu, India",False,2003.0,G.M.PROJECTS B.Dev at MAHIMTURA CONSULTANTS,,CHENNAI,ug,group4,Program and Project Management,MAHIMTURA CONSULTANTS PVT. LTD.,Project Control,network,India,AS,not_given,0.51126933,0.60004115,0.23025724,0.0068888944,0.05070755,-0.12845042,-0.63515115,0.116206646,0.21680956,0.10956033,-0.34562543,-0.15667738,-0.22795308,0.52895916
4431,Mechanical or Industrial Engineering,"Chennai, Tamil Nadu, India",False,2019.0,Project Manager @ Hinduja Tech Limited,Expertise in Project Management for New product development in defence ground mobility,Vellore Institute of Technology,ug,group3,Program and Project Management,Hinduja Tech Limited,Manager,network,India,AS,Mechanical Engineering,0.5515584,0.60004115,0.5014403,0.1455071,0.75134337,-0.12845042,-0.799207,0.116206646,0.37784752,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.53104585
4432,Consumer Services,"Lansing, Michigan, United States",False,2013.0,Project manager at DTMB (Department  technology of management and budget)  ,"I am an AWS certified developer working as Software engineer in DTMB  , with an extensive experience  in full stack development in finance and healthcare business sectors , including heuristic experience on Aws cloud platform .Have been successful in delivering responsive and dynamic web application utilizing HTML, CSS, JavaScript framework, jQuery , AngularJs and bootstrap .Implemented Restful API with Node.js, express js and other npm packages. Utilized Java ,spring framework ,JBoss and Cordova to build hybrid mobile application . Managed data using sql and nosql databases as per the requirements.I have been an integral part of organization in migration of legacy systems to cloud platform with the help of Aws. As a part of which I got an opportunity to understand the business requirement and utilize AWS services and Resources to create a highly scalable ,resilient, reliable and stateless infrastructure for applications by Maneuvering cloud formation templates, spinning up elastic beanstalk , provisioning EC2 servers, integrating lambda with apI gateways for creation of micro services ,ELB,Autoscaling groups for traffic control.In early stages of my career I have also got an opportunity to contribute in automation and orchestration of tasks utilizing a combination tools like Git/Github, Jenkins, Maven, chef/Puppet, Ansible , Docker.Where I implemented python and shell scripts for linux and unix based servers.",Vellore Institute of Technology,ug,group3,Program and Project Management,DTMB,Manager,network,United States,NA,Computer Science,0.38967007,-0.58577025,-0.119746536,-0.64056367,0.75134337,-0.12845042,-0.799207,0.116206646,0.5184071,-0.4709948,-0.34562543,0.21777464,0.20820904,-0.5947676
4433,Information Technology and Services,"Gurgaon, Haryana, India",False,2008.0,Associate Consultant at TCS,Experienced Project Manager with a demonstrated history of working in the information technology and services industry. An agile enthusiast with a certification in SCRUM (CSM) and a  strong program and project management professional with a B Tech focused in Electrical and Electronics from Vellore Institute of Technology. ,Vellore Institute of Technology,ug,group3,Program and Project Management,TCS,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,-0.28007334,-0.097762465,-0.21751007,0.75134337,-0.12845042,-0.799207,0.116206646,0.2407874,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
